image_id,caption,gt_objects,hallucinated,is_hall
47121,a cat drinking water from a sink faucet,bottle|bowl|cat|sink,,False
47571,a man and woman riding a horse drawn carriage,horse|person,,False
47585,a man and woman standing under an umbrella,person|tie|umbrella,,False
47740,a man laying on the beach with a kite in the background,kite|person,,False
47769,"a living room with a couch, table, and television",chair|couch|dining table|tv,,False
47801,a man eating a piece of cake on a plate,cake|person|spoon,,False
47819,a man standing next to a horse with a basket on it's back,horse|person|suitcase,,False
47828,a group of people walking along a river next to a bridge,boat|car|person,,False
48153,a person's feet with a pink shoe on a bench,bench|person,,False
48396,a woman and a boy standing in front of a table,cake|chair|cup|dining table|knife|person,,False
48504,two elephants are standing in a ring with people,bench|elephant|person,,False
48555,a group of people riding horses on a beach,horse|person,,False
48564,a man talking on a cell phone while wearing a helmet,cell phone|person|skis,,False
48924,a motorcycle parked in a field next to a tent,backpack|bicycle|handbag|motorcycle,,False
49060,a train is pulling into a station with people standing on the platform,person|train,,False
49091,a street with many signs hanging from the side of it,,,False
49259,a man sitting on a bench next to a sign,person,bench,True
49269,a horse and a dog are in a field,dog|horse,,False
49759,a group of people playing volleyball in a gym,person|sports ball,,False
49761,a herd of zebras and wildebeests grazing in a field,bird|cow|zebra,,False
49810,a cat looking at itself in a mirror,bench|cat|orange,,False
50006,a harbor with boats and a dock with a building in the background,boat|person|umbrella,,False
50145,a man with no shirt on riding a bike,backpack|bicycle|person|umbrella,,False
50149,a bunch of bananas hanging from a ceiling,banana|bowl,,False
50165,a train traveling down tracks near a lush green field,train,,False
50326,a man standing on a beach flying a kite,chair|kite|person,,False
50331,a group of plants that are in a planter,broccoli|potted plant,,False
50380,a man leading a small child on a pony,chair|horse|person,,False
50638,a young boy walking down a dirt road holding a teddy bear,person|teddy bear,,False
50679,an orange sitting on the side of a road,car|orange,,False
50811,a man sitting at a table with a bowl of food,bottle|bowl|cell phone|dining table|person|remote|tie,,False
50828,a bed with white sheets and pillows in a room,bed|chair|dining table|remote|suitcase,,False
50844,two stuffed animals are sitting on a bed,bed|teddy bear,,False
50896,a bowl of oranges sitting on a table,bowl|dining table|orange,,False
50943,a man riding a wave on top of a surfboard,person|surfboard,,False
51008,a cat is sitting on a laptop keyboard,cat|laptop,keyboard,True
51309,a group of horses standing around a hay bail,horse|person,,False
51314,a man in a wet suit riding a surfboard,person|surfboard,,False
51326,a couple of pumpkins with faces carved into them,vase,,False
51598,a bathroom with a sink and a mirror,bottle|sink|toothbrush,,False
51610,a little girl sitting on a bed with a laptop,bed|dining table|laptop|person,,False
51712,a man riding skis down a snow covered slope,person|skis,,False
51738,"a hotel room with a bed, chair, and television",bed|chair|dining table|suitcase,tv,True
51938,a person on skis jumping over a red rail,person|skis,,False
51961,a parking meter covered in graffiti next to a building,parking meter,,False
51976,a person riding a surf board on a wave,person|surfboard,,False
52007,a double decker bus is parked at a bus stop,bus|person|tie,,False
52017,a small yellow airplane flying through a cloudy sky,airplane|person,,False
52412,an airplane wing over a parking lot filled with cars,airplane|car|truck,,False
52413,a person holding a pink cell phone in their hand,cell phone|chair|cup|person,,False
52462,two zebras standing in a field of tall grass,zebra,,False
52507,a man holding a surfboard walking into the ocean,person|surfboard,,False
52565,a cow standing on a beach next to the ocean,cow|person,,False
52591,a woman in skis standing in the snow,person|skis,,False
52891,a dog on the beach with a frisbee in its mouth,dog|frisbee|person,,False
52996,a group of people standing around a kitchen,backpack|book|bowl|cup|dining table|handbag|knife|oven|person|refrigerator,,False
53505,a bathroom with a toilet and a shelf above it,bottle|cell phone|toilet,,False
53529,a dog in a car with a green hat,car|dog|person|truck,,False
53624,a baby elephant standing in a pool of water,elephant|person,,False
53626,a group of people on skis standing on a snowy slope,person|skis,,False
53909,a person holding a cell phone with a picture of a person on the screen,cell phone|person,,False
53994,a parking meter on a sidewalk next to a fence,car|parking meter,,False
54123,a group of zebras grazing in a field,zebra,,False
54164,a man riding a wave on top of a surfboard,motorcycle|person|surfboard,,False
54592,two people with skis on a snowy mountain,backpack|person|skis,,False
54593,a young boy is swinging a baseball bat,backpack|baseball bat|baseball glove|bottle|car|chair|motorcycle|person|sports ball,,False
54605,a slice of cake and a drink on a table,cake|chair|cup|dining table|fork|person,,False
54628,a three tiered cake on a table with a blue cloth,cake|chair|dining table|person|potted plant,,False
54654,a woman in a kitchen preparing food on a stove,oven|person,,False
54931,a woman in a pink shirt is leading a white horse,horse|person,,False
54967,a city street with cars and a bus,car|person|traffic light|truck,,False
55002,a person standing in front of a toilet,chair|person|toilet,,False
55022,a pink bike is parked in a room,bicycle|person,,False
55072,a giraffe standing in a field of tall grass,giraffe|person,,False
55150,a woman and a child are sitting in a stroller,backpack|book|car|person|suitcase,,False
55167,a bus is driving down a street in a small town,backpack|bus|car|person|truck,,False
55299,a bird sitting on a rock near the ocean,bird|umbrella,,False
55528,a man sitting in a chair holding a toothbrush,book|chair|clock|couch|person|remote|toothbrush,,False
55950,a man is playing tennis on a tennis court,person|sports ball|tennis racket,,False
56127,a kitchen with a sink and a stove,bench|cup|oven|refrigerator|sink,,False
56288,a sandwich on a plate with a pickle on the side,dining table|keyboard|sandwich|tv,,False
56344,"a desk with a computer monitor, keyboard, mouse and cell phone",cell phone|dining table|keyboard|laptop|mouse|remote|tv,,False
56350,a bathroom with a mural of people on the floor,person|toilet,,False
56545,a bird sitting on a branch with a tree in the background,bird,,False
