image_id,caption,gt,wrong,is_hall
44877,a woman sitting in a wheelchair holding a tennis racquet,chair|person|sports ball|tennis racket,,False
45070,a girl wearing a cowboy hat riding a horse,horse|person,,False
45090,two surfers are out on the ocean and riding the waves,person|surfboard,,False
45229,there is an image of a kitchen with light coming through,book|bottle|bowl|oven|potted plant,,False
45472,fruit displayed on red table and plates with cups,bowl|cup|dining table|orange,,False
45550,a smiling man with glasses and beard holding a piece of pizza,bowl|clock|person|sandwich,pizza,True
45596,people walking with umbrellas and bikes near tall buildings,bicycle|car|person|umbrella,,False
45728,a close up of a plate of food with noodles,cake|fork|knife,,False
46031,two laptop computers sitting on top of a table,cell phone|dining table|keyboard|laptop|mouse|tv,,False
46048,a child sitting on top of a bed in a bedroom,bed|book|person,,False
46252,a batter stands with the bat behind him during a baseball game,baseball bat|baseball glove|person|sports ball,,False
46378,a cat is feeding a dead bird with it's mouth,bird|cat,,False
46463,"a sandwich with a tomato and lettuce, in a bun",oven|person|sandwich,,False
46497,a woman with a child on the back of a boat,boat|person,,False
46804,a large white sheep standing on top of a lush green field,person|sheep,,False
46872,two people are unloading equipment onto the back of a truck,car|person|truck,,False
47010,three giraffes walking along side of a river in an enclosure,cow|giraffe,,False
47112,a pizza on a white plate in front of two wine glasses,bottle|bowl|chair|dining table|knife|person|pizza|wine glass,,False
47121,a black cat with its head in a water faucet,bottle|bowl|cat|sink,,False
47571,a couple on a horse drawn carriage sitting on top of a puddle,horse|person,,False
47585,man and woman in wedding attire hold an umbrella for their photo,person|tie|umbrella,,False
47740,a man laying in the sand under several colorful streamers,kite|person,,False
47769,a living room filled with furniture and three window,chair|couch|dining table|tv,,False
47801,a man with glasses eating cake from a white plate,cake|person|spoon,,False
47819,a man standing next to a horse with luggage on its back,horse|person|suitcase,,False
47828,a large bridge with a lot of lights and people walking on the side,boat|car|person,,False
48153,a person's feet with a pink shoe on a bench,bench|person,,False
48396,a woman standing next to a boy and table with cake on it,cake|chair|cup|dining table|knife|person,,False
48504,two elephants are standing in a ring with people,bench|elephant|person,,False
48555,a group of people riding horses across a wet beach,horse|person,,False
48564,a man talking on the phone while wearing a ski hat,cell phone|person|skis,,False
48924,the motorcycle is parked on dry grass near a tent,backpack|bicycle|handbag|motorcycle,,False
49060,an old black and white photo of an older steam train,person|train,,False
49091,many signs in asian writing hang on buildings,,,False
49259,a man relaxes on a bench next to a sign in the grass,person,bench,True
49269,a brown horse and white dog in tall grass,dog|horse,,False
49759,a group of people playing volleyball in a gym,person|sports ball,,False
49761,a herd of zebras and wildebeests grazing in a field,bird|cow|zebra,,False
49810,an orange and white cat standing next to a mirror,bench|cat|orange,,False
50006,a harbor with boats and a dock with a building in the background,boat|person|umbrella,,False
50145,man with no shirt on riding bicycle in asian city,backpack|bicycle|person|umbrella,,False
50149,a hanging banana vendor near his stall selling bananas,banana|bowl,,False
50165,an electric train in a rural countryside,train,,False
50326,a man stands on a beach waving,chair|kite|person,,False
50331,large broccoli and green plants are in large clay planters,broccoli|potted plant,,False
50380,an older man helping a child ride a pony,chair|horse|person,,False
50638,a little boy holding a teddy bear and walking in a blue flower field,person|teddy bear,,False
50679,a single orange laying on the side of a road,car|orange,,False
50811,a smiling man sitting in front of a bowl and two bottles of beer,bottle|bowl|cell phone|dining table|person|remote|tie,,False
50828,"two white beds with pillows, one is made",bed|chair|dining table|remote|suitcase,,False
50844,the two teddy bears are wearing hats and scarfs,bed|teddy bear,,False
50896,a glass bowl containing several small oranges,bowl|dining table|orange,,False
50943,a surfer rides a big blue wave as it breaks,person|surfboard,,False
51008,the cat is looking at a webpage on a laptop,cat|laptop,,False
51309,several horses grazing in a field together,horse|person,,False
51314,a man in a wet suit on his surfboard,person|surfboard,,False
51326,flowers and halloween pumpkins are displayed at a book sale,vase,book,True
51598,the wall is gone from the mirror and it appears to be in someones house,bottle|sink|toothbrush,,False
51610,black and white photo of baby looking at a laptop,bed|dining table|laptop|person,,False
51712,a skier in brown jacket skiing down a slope,person|skis,,False
51738,"a large room with a bed, chair and table",bed|chair|dining table|suitcase,,False
51938,a person on skis jumping over a red rail,person|skis,,False
51961,a parking meter covered in graffiti next to a building,parking meter,,False
51976,a surfer catching a wave in the ocean,person|surfboard,,False
52007,a double decker bus is parked at a bus stop,bus|person|tie,,False
52017,a red yellow and blue airplane flying in a cloudy sky,airplane|person,,False
52412,an aerial view of a parking lot with airplanes wing,airplane|car|truck,,False
52413,a girl is using a toy mobile phone,cell phone|chair|cup|person,,False
52462,two zebra standing next to each other in tall grass,zebra,,False
52507,a man holding a surfboard walking into the ocean,person|surfboard,,False
52565,black and white cow standing on beach with ocean in background,cow|person,,False
52591,black and white photograph of woman wearing snow gear holding skis,person|skis,,False
52891,a shaggy dog holds a frisbee on the beach,dog|frisbee|person,,False
52996,people in camouflage are gathered around a kitchen,backpack|book|bowl|cup|dining table|handbag|knife|oven|person|refrigerator,,False
53505,a bathroom with a toilet and towel rack with jars on it,bottle|cell phone|toilet,,False
53529,a dog is sitting in the truck door and is wearing a st patricks hat,car|dog|person|truck,,False
53624,an elephant with water standing in its enclosure,elephant|person,,False
53626,three people with skis and ski poles standing on the snow,person|skis,,False
53909,person showing an iphone with the finger on a keyboard,cell phone|person,keyboard,True
53994,a red and blue parking meter on the sidewalk,car|parking meter,,False
54123,a herd of zebras in a grassy plain,zebra,,False
54164,a man in a black wet suit riding a wave on top of a surfboard,motorcycle|person|surfboard,,False
54592,two skiers standing on a snowy mountain slope at sunset,backpack|person|skis,,False
54593,little league baseball game with player up to plate,backpack|baseball bat|baseball glove|bottle|car|chair|motorcycle|person|sports ball,,False
54605,a slice of cake is next to a beverage at a cafe,cake|chair|cup|dining table|fork|person,,False
54628,a three tiered cake on a table with a blue cloth,cake|chair|dining table|person|potted plant,,False
54654,a woman is cooking a meal in a pot,oven|person,,False
54931,a girl in tights and heels is holding a rope near a horse,horse|person,,False
54967,a street with tall buildings and trees next to cars,car|person|traffic light|truck,,False
55002,a toilet with a metal flush toilet bowl,chair|person|toilet,bowl,True
55022,there is a pink bike in a room with wooden floors,bicycle|person,,False
55072,there is a tall giraffe walking along the savannah,giraffe|person,,False
55150,two children sitting in luggage carts by cars,backpack|book|car|person|suitcase,,False
55167,a yellow and blue bus driving down the road,backpack|bus|car|person|truck,,False
55299,bird standing on the edge of a rocky beach,bird|umbrella,,False
55528,young man sitting on couch holding paper bag with toothbrush,book|chair|clock|couch|person|remote|toothbrush,,False
55950,a man in an orange shirt is playing tennis,person|sports ball|tennis racket,orange,True
56127,an unusual looking kitchen that looks like a ship,bench|cup|oven|refrigerator|sink,boat,True
56288,a big sandwich on a plate in front of a computer,dining table|keyboard|sandwich|tv,laptop,True
56344,three computer monitors and two laptops sitting on a desk,cell phone|dining table|keyboard|laptop|mouse|remote|tv,,False
56350,there is a photo of people on the floor and under the urinal,person|toilet,,False
56545,bird perched on branch of tree in natural area,bird,,False
