image_id,caption,gt,wrong,is_hall
47769,a living room filled with furniture and three window,chair|couch|dining table|tv,,False
47801,a man eats from his plate outside in the grass,cake|person|spoon,,False
47819,a man standing next to a horse carrying some stuff,horse|person|suitcase,,False
47828,people standing at a walkway near a river at night,boat|car|person,,False
48153,a pink shoe and jeans that are on a bench,bench|person,,False
48396,two young people smile next to a cake,cake|chair|cup|dining table|knife|person,,False
48504,two elephants standing in a ring next to each other,bench|elephant|person,,False
48555,black and white photo of four jockeys riding their horses,horse|person,,False
48564,man talking on cell phone while wearing snow helmet,cell phone|person|skis,,False
48924,the motorcycle is parked on dry grass near a tent,backpack|bicycle|handbag|motorcycle,,False
49060,an old black and white photo of an older steam train,person|train,,False
49091,many signs in asian writing hang on buildings,,,False
49259,man laying on the grass near the ocean,person,,False
49269,a brown horse and white dog in tall grass,dog|horse,,False
49759,a group of people playing volleyball in a gym,person|sports ball,,False
49761,a herd of zebras and wildebeests grazing in a field,bird|cow|zebra,,False
49810,a close up of two cats near one another,bench|cat|orange,,False
50006,a harbor with boats docked at the dock,boat|person|umbrella,,False
50145,man with no shirt on riding bicycle in asian city,backpack|bicycle|person|umbrella,,False
50149,a hanging banana vendor near his stall selling bananas,banana|bowl,,False
50165,an electric train in a rural countryside,train,,False
50326,a man stands on a beach waving,chair|kite|person,,False
50331,large broccoli and green plants are in large clay planters,broccoli|potted plant,,False
50380,an older man helping a child ride a pony,chair|horse|person,,False
50638,a little boy walking down a dirt path in front of flowers,person|teddy bear,,False
50679,a single orange laying on the side of a road,car|orange,,False
50811,the man in the business suit is smiling and sitting at the table,bottle|bowl|cell phone|dining table|person|remote|tie,,False
50828,"two white beds with pillows, one is made",bed|chair|dining table|remote|suitcase,,False
50844,the two teddy bears are wearing hats and scarfs,bed|teddy bear,,False
50896,a glass bowl containing several small oranges,bowl|dining table|orange,,False
50943,a surfer rides a big blue wave as it breaks,person|surfboard,,False
51008,the cat is looking at a webpage on a laptop,cat|laptop,,False
51309,several horses grazing in a field together,horse|person,,False
51314,a surfer is riding his board in the ocean,person|surfboard,,False
51326,pumpkins and flowers are next to pictures and pictures,vase,,False
51598,there is no image on this page to describe,bottle|sink|toothbrush,,False
51610,black and white photo of baby looking at a laptop,bed|dining table|laptop|person,,False
51712,a skier in brown jacket skiing down a slope,person|skis,,False
51738,a bedroom with a bed and chair with a sliding glass door,bed|chair|dining table|suitcase,,False
51938,a man skiing on the course behind an obstacle,person|skis,,False
51961,some sort of wall painted with various graffiti,parking meter,,False
51976,a surfer catching a wave in the ocean,person|surfboard,,False
52007,a double decker bus is parked at a bus stop,bus|person|tie,,False
52017,a single engine airplane flies in the air,airplane|person,,False
52412,an aerial view of a parking lot with airplanes wing,airplane|car|truck,,False
52413,a hand holding a pink little toy cell phone,cell phone|chair|cup|person,,False
52462,two zebra standing next to each other in tall grass,zebra,,False
52507,a person walking into the ocean holding a surf board,person|surfboard,,False
52565,black and white photo of cow standing by ocean,cow|person,,False
52591,black and white photo of a woman holding skis,person|skis,,False
52891,a shaggy dog holds a frisbee on the beach,dog|frisbee|person,,False
52996,people in camouflage are gathered around a kitchen,backpack|book|bowl|cup|dining table|handbag|knife|oven|person|refrigerator,,False
53505,a bathroom with a toilet and a shelf above it,bottle|cell phone|toilet,,False
53529,a dog in a car with a green hat,car|dog|person|truck,,False
53624,an elephant with water standing in its enclosure,elephant|person,,False
53626,the four skiers are posing for a picture,person|skis,,False
53909,a hand holding up an iphone that is being shown,cell phone|person,,False
53994,a red and blue parking meter on the sidewalk,car|parking meter,,False
54123,a herd of zebras in a grassy plain,zebra,,False
54164,a man that is riding a wave in the ocean,motorcycle|person|surfboard,,False
54592,two skiers standing on a snowy mountain slope at sunset,backpack|person|skis,,False
54593,little league baseball game with player up to plate,backpack|baseball bat|baseball glove|bottle|car|chair|motorcycle|person|sports ball,,False
54605,someone sitting in a cafe with some drinks and food,cake|chair|cup|dining table|fork|person,,False
54628,this is a 3 tiered wedding cake in white and blue,cake|chair|dining table|person|potted plant,,False
54654,a woman is cooking a meal in a pot,oven|person,,False
54931,woman wearing pink top leading white horse,horse|person,,False
54967,a street with tall buildings and trees next to cars,car|person|traffic light|truck,,False
55002,a metallic toilet in a public restroom stall,chair|person|toilet,,False
55022,a pink bike parked on top of a wooden floor,bicycle|person,,False
55072,there is a tall giraffe walking along the savannah,giraffe|person,,False
55150,a woman and a child are sitting in a stroller,backpack|book|car|person|suitcase,,False
55167,a yellow and blue bus driving down the road,backpack|bus|car|person|truck,,False
55299,bird standing on the edge of a rocky beach,bird|umbrella,,False
55528,young man sitting on couch holding paper bag with toothbrush,book|chair|clock|couch|person|remote|toothbrush,,False
55950,a man playing tennis on a tennis court,person|sports ball|tennis racket,,False
56127,an unusual looking kitchen that looks like a ship,bench|cup|oven|refrigerator|sink,boat,True
56288,a very big sandwich on a white plate,dining table|keyboard|sandwich|tv,,False
56344,three computer screens on top of a computer desk,cell phone|dining table|keyboard|laptop|mouse|remote|tv,,False
56350,a bathroom with a mural of people on the floor,person|toilet,,False
56545,bird perched on branch of tree in natural area,bird,,False
